Beżowy,Biały,Błękitny,Bordowy,Brązowy,Czarny,Czerwony,Fioletowy,Granatowy,Inny kolor,Niebieski,Pomarańczowy,Srebrny,Szary,Zielony,Złoty,Żółty
Beige,White,Blue,Claret,Brown,Black,Red,Violet,Navy,Other,Blue,Orange,Silver,Gray,Green,Gold,Yellow
